met,split,value,src,trg,model
rmse,2,0.19978533048669161,CCLE,gCSI,hidra
rmse,3,0.19182411862257273,CCLE,gCSI,hidra
rmse,4,0.18711645238645794,CCLE,gCSI,hidra
rmse,5,0.19558288159282086,CCLE,gCSI,hidra
rmse,6,0.19643103086493902,CCLE,gCSI,hidra
rmse,7,0.17682887607138575,CCLE,gCSI,hidra
rmse,8,0.20412825408196608,CCLE,gCSI,hidra
rmse,9,0.19642910044007333,CCLE,gCSI,hidra
pcc,0,0.42687096662850815,CCLE,gCSI,hidra
pcc,1,0.4663966692611139,CCLE,gCSI,hidra
pcc,2,0.4554085441506644,CCLE,gCSI,hidra
pcc,3,0.4263364088316823,CCLE,gCSI,hidra
pcc,4,0.538770444019849,CCLE,gCSI,hidra
pcc,5,0.46390644507234535,CCLE,gCSI,hidra
pcc,6,0.44899026366045347,CCLE,gCSI,hidra
pcc,7,0.5246817356119968,CCLE,gCSI,hidra
pcc,8,0.44482817581880096,CCLE,gCSI,hidra
pcc,9,0.46556562321229294,CCLE,gCSI,hidra
scc,0,0.3677628070003887,CCLE,gCSI,hidra
scc,1,0.42264196798750353,CCLE,gCSI,hidra
scc,2,0.3917556704228353,CCLE,gCSI,hidra
scc,3,0.3651747420754394,CCLE,gCSI,hidra
scc,4,0.5405427377634485,CCLE,gCSI,hidra
scc,5,0.3956618282319383,CCLE,gCSI,hidra
scc,6,0.35609984681638784,CCLE,gCSI,hidra
scc,7,0.47694209908380203,CCLE,gCSI,hidra
scc,8,0.4039091878145717,CCLE,gCSI,hidra
scc,9,0.41219513288240633,CCLE,gCSI,hidra
r2,0,-0.019032720367834433,CCLE,gCSI,hidra
r2,1,0.059463097201320814,CCLE,gCSI,hidra
r2,2,-0.11594343355226178,CCLE,gCSI,hidra
r2,3,-0.02877739035708715,CCLE,gCSI,hidra
r2,4,0.021098625937465254,CCLE,gCSI,hidra
r2,5,-0.06948985476423597,CCLE,gCSI,hidra
r2,6,-0.07878569738045016,CCLE,gCSI,hidra
r2,7,0.12577874487191731,CCLE,gCSI,hidra
r2,8,-0.16498740568176773,CCLE,gCSI,hidra
r2,9,-0.07876449396373109,CCLE,gCSI,hidra
